a1,a2,a3,a4,a5,a6,a7,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,c5,c6,c7,d1,d2,d3,d4,d5,d6,d7,e1,e2,e3,e4,e5,e6,e7,f1,f2,f3,f4,f5,f6,f7,result,game_id
b,b,o,b,b,o,o,b,b,o,b,b,x,x,b,b,x,x,b,x,x,x,b,x,o,b,x,x,o,b,x,o,b,o,o,x,b,o,x,b,o,o,win,42
b,b,o,b,b,o,o,b,b,o,b,b,x,x,o,b,x,x,b,x,x,x,b,x,o,b,x,x,o,b,x,o,b,o,o,x,b,o,x,b,o,o,loss,42
b,b,o,b,b,o,o,b,b,o,b,b,x,x,o,b,x,x,b,x,x,x,b,x,o,b,x,x,o,b,x,o,b,o,o,x,x,o,x,b,o,o,win,42
b,b,o,b,b,o,o,b,b,o,b,b,x,x,o,b,x,x,b,x,x,x,b,x,o,b,x,x,o,o,x,o,b,o,o,x,x,o,x,b,o,o,loss,42
b,b,o,b,b,o,o,b,b,o,x,b,x,x,o,b,x,x,b,x,x,x,b,x,o,b,x,x,o,o,x,o,b,o,o,x,x,o,x,b,o,o,win,42
b,b,o,b,b,o,o,b,b,o,x,b,x,x,o,b,x,x,b,x,x,x,o,x,o,b,x,x,o,o,x,o,b,o,o,x,x,o,x,b,o,o,loss,42
b,b,o,b,b,o,o,b,b,o,x,b,x,x,o,b,x,x,b,x,x,x,o,x,o,b,x,x,o,o,x,o,b,o,o,x,x,o,x,x,o,o,win,42
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,win,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,loss,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,o,b,b,win,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,x,o,b,b,loss,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,o,x,o,b,b,win,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,x,b,o,x,o,b,b,loss,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,o,b,b,x,b,o,x,o,b,b,win,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,x,o,b,b,x,b,o,x,o,b,b,loss,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,b,x,o,b,b,x,b,o,x,o,b,b,win,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,x,x,b,b,b,b,b,x,o,b,b,x,b,o,x,o,b,b,loss,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,x,x,b,b,b,b,o,x,o,b,b,x,b,o,x,o,b,b,win,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,x,x,x,b,b,b,b,o,x,o,b,b,x,b,o,x,o,b,b,loss,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,o,b,b,b,b,x,x,x,b,b,b,b,o,x,o,b,b,x,b,o,x,o,b,b,win,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,o,b,b,b,b,x,x,x,b,b,x,b,o,x,o,b,b,x,b,o,x,o,b,b,loss,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,o,b,b,o,b,x,x,x,b,b,x,b,o,x,o,b,b,x,b,o,x,o,b,b,win,43
b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,o,o,b,b,o,b,x,x,x,b,b,x,b,o,x,o,b,b,x,b,o,x,o,b,b,loss,43
b,b,b,b,b,b,b,b,b,b,x,b,b,b,o,b,b,o,o,b,b,o,b,x,x,x,b,b,x,b,o,x,o,b,b,x,b,o,x,o,b,b,win,43
b,b,b,b,b,b,b,x,b,b,x,b,b,b,o,b,b,o,o,b,b,o,b,x,x,x,b,b,x,b,o,x,o,b,b,x,b,o,x,o,b,b,loss,43
b,b,b,b,b,b,b,x,b,b,x,o,b,b,o,b,b,o,o,b,b,o,b,x,x,x,b,b,x,b,o,x,o,b,b,x,b,o,x,o,b,b,win,43
b,b,b,b,b,b,b,x,b,b,x,o,b,b,o,b,x,o,o,b,b,o,b,x,x,x,b,b,x,b,o,x,o,b,b,x,b,o,x,o,b,b,loss,43
b,b,b,b,b,b,b,x,b,o,x,o,b,b,o,b,x,o,o,b,b,o,b,x,x,x,b,b,x,b,o,x,o,b,b,x,b,o,x,o,b,b,win,43
b,b,b,b,b,b,b,x,b,o,x,o,b,b,o,b,x,o,o,b,b,o,b,x,x,x,b,b,x,b,o,x,o,b,b,x,x,o,x,o,b,b,loss,43
b,b,b,o,b,b,b,x,b,o,x,o,b,b,o,b,x,o,o,b,b,o,b,x,x,x,b,b,x,b,o,x,o,b,b,x,x,o,x,o,b,b,win,43
b,b,b,o,b,b,b,x,b,o,x,o,b,b,o,b,x,o,o,b,b,o,b,x,x,x,b,b,x,b,o,x,o,b,b,x,x,o,x,o,x,b,loss,43
b,b,b,o,b,b,b,x,b,o,x,o,b,b,o,b,x,o,o,b,b,o,b,x,x,x,b,b,x,o,o,x,o,b,b,x,x,o,x,o,x,b,win,43
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,win,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,loss,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,x,win,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,o,b,x,loss,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,x,o,b,x,win,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,o,b,b,b,b,b,b,x,o,b,x,loss,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,o,o,b,b,b,b,b,x,o,b,x,win,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,x,b,b,b,b,b,b,o,o,b,b,b,b,b,x,o,b,x,loss,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,x,o,b,b,b,b,b,o,o,b,b,b,b,b,x,o,b,x,win,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,x,b,b,b,b,b,x,o,b,b,b,b,b,o,o,b,b,b,b,b,x,o,b,x,loss,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,x,b,b,b,b,b,x,o,b,b,b,b,b,o,o,b,o,b,b,b,x,o,b,x,win,44
b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,x,x,b,b,b,b,b,x,o,b,b,b,b,b,o,o,b,o,b,b,b,x,o,b,x,loss,44
b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,b,x,x,b,b,b,b,b,x,o,b,b,b,b,b,o,o,b,o,b,b,b,x,o,b,x,win,44
b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,b,x,x,b,b,b,b,b,x,o,b,b,b,b,b,o,o,b,o,b,x,b,x,o,b,x,loss,44
b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,b,x,x,b,b,b,b,b,x,o,b,b,b,o,b,o,o,b,o,b,x,b,x,o,b,x,win,44
b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,b,x,x,b,b,b,b,b,x,o,b,x,b,o,b,o,o,b,o,b,x,b,x,o,b,x,loss,44
b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,b,x,x,b,o,b,b,b,x,o,b,x,b,o,b,o,o,b,o,b,x,b,x,o,b,x,win,44
b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,b,x,x,b,o,b,b,b,x,o,b,x,b,o,b,o,o,b,o,x,x,b,x,o,b,x,loss,44
b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,b,x,x,b,o,b,b,b,x,o,b,x,b,o,b,o,o,b,o,x,x,o,x,o,b,x,win,44
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,loss,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,win,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,x,b,b,b,loss,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,o,x,b,b,b,win,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,x,b,o,x,b,b,b,loss,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,x,b,o,x,b,x,b,win,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,o,b,b,b,x,b,o,x,b,x,b,loss,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,o,o,b,b,b,x,b,o,x,b,x,b,win,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,x,b,o,o,b,b,b,x,b,o,x,b,x,b,loss,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,o,b,b,b,b,x,b,o,o,b,b,b,x,b,o,x,b,x,b,win,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,o,o,b,b,b,x,b,o,o,b,b,b,x,b,o,x,b,x,b,loss,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,x,b,o,o,b,b,b,x,b,o,o,b,b,b,x,b,o,x,b,x,b,win,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,x,b,b,b,b,x,b,o,o,b,b,b,x,b,o,o,b,b,b,x,b,o,x,b,x,b,loss,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,x,b,b,b,b,x,b,o,o,b,b,b,x,b,o,o,b,b,b,x,b,o,x,b,x,x,win,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,x,b,b,b,b,x,b,o,o,b,b,b,x,b,o,o,b,b,b,x,b,o,x,o,x,x,loss,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,x,b,b,b,b,x,b,o,o,b,b,b,x,b,o,o,b,x,b,x,b,o,x,o,x,x,win,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,x,b,b,b,b,x,b,o,o,b,o,b,x,b,o,o,b,x,b,x,b,o,x,o,x,x,loss,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,x,x,b,b,b,x,b,o,o,b,o,b,x,b,o,o,b,x,b,x,b,o,x,o,x,x,win,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,x,x,b,o,b,x,b,o,o,b,o,b,x,b,o,o,b,x,b,x,b,o,x,o,x,x,loss,45
b,b,b,b,b,b,b,x,b,b,b,b,b,b,o,b,x,x,b,o,b,x,b,o,o,b,o,b,x,b,o,o,b,x,b,x,b,o,x,o,x,x,win,45
b,b,b,b,b,b,b,x,b,b,b,b,o,b,o,b,x,x,b,o,b,x,b,o,o,b,o,b,x,b,o,o,b,x,b,x,b,o,x,o,x,x,loss,45
b,b,b,b,b,x,b,x,b,b,b,b,o,b,o,b,x,x,b,o,b,x,b,o,o,b,o,b,x,b,o,o,b,x,b,x,b,o,x,o,x,x,win,45
b,b,b,b,b,x,b,x,b,b,o,b,o,b,o,b,x,x,b,o,b,x,b,o,o,b,o,b,x,b,o,o,b,x,b,x,b,o,x,o,x,x,loss,45
b,b,b,b,b,x,b,x,b,b,o,b,o,b,o,b,x,x,b,o,b,x,b,o,o,b,o,b,x,b,o,o,b,x,x,x,b,o,x,o,x,x,win,45
b,b,b,o,b,x,b,x,b,b,o,b,o,b,o,b,x,x,b,o,b,x,b,o,o,b,o,b,x,b,o,o,b,x,x,x,b,o,x,o,x,x,loss,45
b,b,b,o,b,x,b,x,b,b,o,b,o,b,o,b,x,x,b,o,b,x,b,o,o,b,o,x,x,b,o,o,b,x,x,x,b,o,x,o,x,x,win,45
b,b,b,o,b,x,b,x,b,b,o,b,o,b,o,b,x,x,b,o,o,x,b,o,o,b,o,x,x,b,o,o,b,x,x,x,b,o,x,o,x,x,loss,45
b,b,b,o,b,x,b,x,b,b,o,b,o,b,o,b,x,x,b,o,o,x,b,o,o,b,o,x,x,b,o,o,x,x,x,x,b,o,x,o,x,x,win,45
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,win,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,loss,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,win,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,x,x,b,b,b,loss,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,x,x,o,b,b,win,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,x,b,x,x,o,b,b,loss,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,x,o,x,x,o,b,b,win,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,x,b,b,b,x,o,x,x,o,b,b,loss,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,x,o,b,b,x,o,x,x,o,b,b,win,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,o,x,o,b,b,x,o,x,x,o,b,b,loss,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,o,x,o,b,b,x,o,x,x,o,b,b,win,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,x,x,b,b,b,b,o,x,o,b,b,x,o,x,x,o,b,b,loss,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,o,x,x,b,b,b,b,o,x,o,b,b,x,o,x,x,o,b,b,win,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,o,b,b,b,b,b,o,x,x,b,b,b,b,o,x,o,b,b,x,o,x,x,o,b,b,loss,46
b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,x,o,b,b,b,b,b,o,x,x,b,b,b,b,o,x,o,b,b,x,o,x,x,o,b,b,win,46
b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,x,o,b,b,b,b,b,o,x,x,b,b,b,x,o,x,o,b,b,x,o,x,x,o,b,b,loss,46
b,b,b,b,b,b,b,b,b,o,o,b,b,b,b,b,x,o,b,b,b,b,b,o,x,x,b,b,b,x,o,x,o,b,b,x,o,x,x,o,b,b,win,46
b,b,b,b,b,b,b,b,b,o,o,b,b,b,b,b,x,o,b,b,b,b,x,o,x,x,b,b,b,x,o,x,o,b,b,x,o,x,x,o,b,b,loss,46
b,b,b,b,b,b,b,b,b,o,o,b,b,b,b,b,x,o,o,b,b,b,x,o,x,x,b,b,b,x,o,x,o,b,b,x,o,x,x,o,b,b,win,46
b,b,b,b,b,b,b,b,b,o,o,b,b,b,b,x,x,o,o,b,b,b,x,o,x,x,b,b,b,x,o,x,o,b,b,x,o,x,x,o,b,b,loss,46
b,b,b,b,b,b,b,b,o,o,o,b,b,b,b,x,x,o,o,b,b,b,x,o,x,x,b,b,b,x,o,x,o,b,b,x,o,x,x,o,b,b,win,46
b,b,b,b,b,b,b,b,o,o,o,x,b,b,b,x,x,o,o,b,b,b,x,o,x,x,b,b,b,x,o,x,o,b,b,x,o,x,x,o,b,b,loss,46
b,b,b,b,b,b,b,b,o,o,o,x,b,b,b,x,x,o,o,b,b,b,x,o,x,x,b,b,o,x,o,x,o,b,b,x,o,x,x,o,b,b,win,46
b,b,x,b,b,b,b,b,o,o,o,x,b,b,b,x,x,o,o,b,b,b,x,o,x,x,b,b,o,x,o,x,o,b,b,x,o,x,x,o,b,b,loss,46
b,b,x,o,b,b,b,b,o,o,o,x,b,b,b,x,x,o,o,b,b,b,x,o,x,x,b,b,o,x,o,x,o,b,b,x,o,x,x,o,b,b,win,46
b,b,x,o,b,b,b,b,o,o,o,x,b,b,b,x,x,o,o,b,b,b,x,o,x,x,b,b,o,x,o,x,o,b,b,x,o,x,x,o,x,b,loss,46
b,b,x,o,o,b,b,b,o,o,o,x,b,b,b,x,x,o,o,b,b,b,x,o,x,x,b,b,o,x,o,x,o,b,b,x,o,x,x,o,x,b,win,46
b,b,x,o,o,b,b,b,o,o,o,x,b,b,b,x,x,o,o,b,b,b,x,o,x,x,b,b,o,x,o,x,o,x,b,x,o,x,x,o,x,b,loss,46
b,b,x,o,o,b,b,b,o,o,o,x,b,b,b,x,x,o,o,b,b,o,x,o,x,x,b,b,o,x,o,x,o,x,b,x,o,x,x,o,x,b,win,46
b,b,x,o,o,b,b,b,o,o,o,x,b,b,b,x,x,o,o,b,b,o,x,o,x,x,x,b,o,x,o,x,o,x,b,x,o,x,x,o,x,b,loss,46
b,b,x,o,o,b,b,b,o,o,o,x,b,b,b,x,x,o,o,o,b,o,x,o,x,x,x,b,o,x,o,x,o,x,b,x,o,x,x,o,x,b,win,46
b,b,x,o,o,b,b,b,o,o,o,x,b,b,b,x,x,o,o,o,b,o,x,o,x,x,x,b,o,x,o,x,o,x,b,x,o,x,x,o,x,x,loss,46
b,b,x,o,o,b,b,b,o,o,o,x,b,b,o,x,x,o,o,o,b,o,x,o,x,x,x,b,o,x,o,x,o,x,b,x,o,x,x,o,x,x,win,46
b,b,x,o,o,b,b,x,o,o,o,x,b,b,o,x,x,o,o,o,b,o,x,o,x,x,x,b,o,x,o,x,o,x,b,x,o,x,x,o,x,x,loss,46
b,o,x,o,o,b,b,x,o,o,o,x,b,b,o,x,x,o,o,o,b,o,x,o,x,x,x,b,o,x,o,x,o,x,b,x,o,x,x,o,x,x,win,46
x,o,x,o,o,b,b,x,o,o,o,x,b,b,o,x,x,o,o,o,b,o,x,o,x,x,x,b,o,x,o,x,o,x,b,x,o,x,x,o,x,x,loss,46
x,o,x,o,o,b,b,x,o,o,o,x,o,b,o,x,x,o,o,o,b,o,x,o,x,x,x,b,o,x,o,x,o,x,b,x,o,x,x,o,x,x,win,46
x,o,x,o,o,x,b,x,o,o,o,x,o,b,o,x,x,o,o,o,b,o,x,o,x,x,x,b,o,x,o,x,o,x,b,x,o,x,x,o,x,x,loss,46
x,o,x,o,o,x,b,x,o,o,o,x,o,b,o,x,x,o,o,o,b,o,x,o,x,x,x,b,o,x,o,x,o,x,o,x,o,x,x,o,x,x,win,46
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,win,47
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,loss,47
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,x,b,b,win,47
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,o,x,b,b,loss,47
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,o,x,b,b,win,47
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,x,x,b,b,b,b,b,o,x,b,b,loss,47
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,o,b,b,b,b,b,x,x,b,b,b,b,b,o,x,b,b,win,47
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,o,b,b,b,b,b,x,x,b,b,b,x,b,o,x,b,b,loss,47
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,o,o,b,b,b,b,b,x,x,b,b,b,x,b,o,x,b,b,win,47
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,o,o,b,b,b,x,b,x,x,b,b,b,x,b,o,x,b,b,loss,47
b,b,b,b,b,b,b,b,b,b,b,o,b,b,b,b,b,b,o,b,b,b,b,b,o,o,b,b,b,x,b,x,x,b,b,b,x,b,o,x,b,b,win,47
b,b,b,b,x,b,b,b,b,b,b,o,b,b,b,b,b,b,o,b,b,b,b,b,o,o,b,b,b,x,b,x,x,b,b,b,x,b,o,x,b,b,loss,47
b,b,b,b,x,b,b,b,b,b,b,o,b,b,b,b,b,b,o,b,b,b,o,b,o,o,b,b,b,x,b,x,x,b,b,b,x,b,o,x,b,b,win,47
b,b,b,b,x,b,b,b,b,b,b,o,b,b,b,b,b,b,o,b,b,b,o,b,o,o,b,b,b,x,b,x,x,b,b,x,x,b,o,x,b,b,loss,47
b,b,b,b,x,b,b,b,b,b,b,o,b,b,b,b,b,o,o,b,b,b,o,b,o,o,b,b,b,x,b,x,x,b,b,x,x,b,o,x,b,b,win,47
b,b,b,b,x,b,b,b,b,b,b,o,b,b,b,b,b,o,o,b,b,b,o,b,o,o,b,b,b,x,b,x,x,b,b,x,x,b,o,x,b,x,loss,47
b,b,b,b,x,b,b,b,b,b,o,o,b,b,b,b,b,o,o,b,b,b,o,b,o,o,b,b,b,x,b,x,x,b,b,x,x,b,o,x,b,x,win,47
b,b,b,x,x,b,b,b,b,b,o,o,b,b,b,b,b,o,o,b,b,b,o,b,o,o,b,b,b,x,b,x,x,b,b,x,x,b,o,x,b,x,loss,47
b,b,b,x,x,b,b,b,b,b,o,o,b,b,b,b,b,o,o,b,b,b,o,b,o,o,b,b,b,x,b,x,x,b,o,x,x,b,o,x,b,x,win,47
b,b,b,x,x,b,b,b,b,b,o,o,b,b,b,x,b,o,o,b,b,b,o,b,o,o,b,b,b,x,b,x,x,b,o,x,x,b,o,x,b,x,loss,47
b,b,b,x,x,b,b,b,b,b,o,o,b,b,b,x,b,o,o,b,b,b,o,b,o,o,b,b,b,x,b,x,x,b,o,x,x,b,o,x,o,x,win,47
b,b,b,x,x,b,b,b,b,b,o,o,b,b,b,x,b,o,o,b,b,b,o,b,o,o,b,b,b,x,b,x,x,b,o,x,x,x,o,x,o,x,loss,47
b,b,b,x,x,b,b,b,b,b,o,o,b,b,b,x,b,o,o,b,b,b,o,b,o,o,b,b,b,x,o,x,x,b,o,x,x,x,o,x,o,x,win,47
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,loss,48
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,win,48
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,o,b,b,b,loss,48
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,x,b,o,b,b,b,win,48
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,x,b,o,b,o,b,loss,48
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,x,b,o,x,o,b,win,48
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,o,b,b,x,b,o,x,o,b,loss,48
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,x,b,o,b,b,x,b,o,x,o,b,win,48
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,o,b,x,b,o,b,b,x,b,o,x,o,b,loss,48
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,x,b,b,o,b,x,b,o,b,b,x,b,o,x,o,b,win,48
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,o,b,x,b,b,o,b,x,b,o,b,b,x,b,o,x,o,b,loss,48
b,b,b,b,b,b,b,b,b,b,b,b,x,b,b,b,b,b,b,x,b,b,b,b,o,b,x,b,b,o,b,x,b,o,b,b,x,b,o,x,o,b,win,48
b,b,b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,b,x,b,b,b,b,o,b,x,b,b,o,b,x,b,o,b,b,x,b,o,x,o,b,loss,48
b,b,b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,b,b,x,b,b,b,b,o,b,x,b,b,o,b,x,b,o,b,x,x,b,o,x,o,b,win,48
b,b,b,b,b,o,b,b,b,b,b,b,x,b,b,b,b,o,b,x,b,b,b,b,o,b,x,b,b,o,b,x,b,o,b,x,x,b,o,x,o,b,loss,48
